Date,Open,High,Low,Close,Adj Close,Volume
2021-11-30,17051.150391,17324.650391,16931.400391,16983.199219,16983.199219,498000
2021-12-01,17104.400391,17213.050781,17064.250000,17166.900391,17166.900391,295500
2021-12-02,17183.199219,17420.349609,17149.300781,17401.650391,17401.650391,279900
2021-12-03,17424.900391,17489.800781,17180.800781,17196.699219,17196.699219,292500
2021-12-06,17209.050781,17216.750000,16891.699219,16912.250000,16912.250000,231700
2021-12-07,17044.099609,17251.650391,16987.750000,17176.699219,17176.699219,254100
2021-12-08,17315.250000,17484.599609,17308.949219,17469.750000,17469.750000,257800
2021-12-09,17524.400391,17543.250000,17379.599609,17516.849609,17516.849609,237200
2021-12-10,17476.050781,17534.349609,17405.250000,17511.300781,17511.300781,204500
2021-12-13,17619.099609,17639.500000,17355.949219,17368.250000,17368.250000,256600
2021-12-14,17283.199219,17376.199219,17225.800781,17324.900391,17324.900391,271000
2021-12-15,17323.650391,17351.199219,17192.199219,17221.400391,17221.400391,215000
2021-12-16,17373.000000,17379.349609,17184.949219,17248.400391,17248.400391,219500
2021-12-17,17276.000000,17298.150391,16966.449219,16985.199219,16985.199219,354600
2021-12-20,16824.250000,16840.099609,16410.199219,16614.199219,16614.199219,330600
2021-12-21,16773.150391,16936.400391,16688.250000,16770.849609,16770.849609,241000
2021-12-22,16865.550781,16971.000000,16819.500000,16955.449219,16955.449219,207900
2021-12-23,17066.800781,17118.650391,17015.550781,17072.599609,17072.599609,197000
2021-12-24,17149.500000,17155.599609,16909.599609,17003.750000,17003.750000,182600
2021-12-27,16937.750000,17112.050781,16833.199219,17086.250000,17086.250000,144800
2021-12-28,17177.599609,17250.250000,17161.150391,17233.250000,17233.250000,176000
2021-12-29,17220.099609,17285.949219,17176.650391,17213.599609,17213.599609,161700
2021-12-30,17201.449219,17264.050781,17146.349609,17203.949219,17203.949219,320800
2021-12-31,17244.500000,17400.800781,17238.500000,17354.050781,17354.050781,167000
2022-01-03,17387.150391,17646.650391,17383.300781,17625.699219,17625.699219,200500
2022-01-04,17681.400391,17827.599609,17593.550781,17805.250000,17805.250000,247400
2022-01-05,17820.099609,17944.699219,17748.849609,17925.250000,17925.250000,251500
2022-01-06,17768.500000,17797.949219,17655.550781,17745.900391,17745.900391,236500
2022-01-07,17797.599609,17905.000000,17704.550781,17812.699219,17812.699219,239300
2022-01-10,17913.300781,18017.449219,17879.150391,18003.300781,18003.300781,232400
2022-01-11,17997.750000,18081.250000,17964.400391,18055.750000,18055.750000,220200
2022-01-12,18170.400391,18227.949219,18128.800781,18212.349609,18212.349609,245000
2022-01-13,18257.000000,18272.250000,18163.800781,18257.800781,18257.800781,303700
2022-01-14,18185.000000,18286.949219,18119.650391,18255.750000,18255.750000,229500
2022-01-17,18235.650391,18321.550781,18228.750000,18308.099609,18308.099609,266700
2022-01-18,18337.199219,18350.949219,18085.900391,18113.050781,18113.050781,227500
2022-01-19,18129.199219,18129.199219,17884.900391,17938.400391,17938.400391,276700
2022-01-20,17921.000000,17943.699219,17648.449219,17757.000000,17757.000000,258100
2022-01-21,17613.699219,17707.599609,17485.849609,17617.150391,17617.150391,277600
2022-01-24,17575.150391,17599.400391,16997.849609,17149.099609,17149.099609,323800
2022-01-25,17001.550781,17309.150391,16836.800781,17277.949219,17277.949219,326500
2022-01-27,17062.000000,17182.500000,16866.750000,17110.150391,17110.150391,395600
2022-01-28,17208.300781,17373.500000,17077.099609,17101.949219,17101.949219,355300
2022-01-31,17301.050781,17410.000000,17264.150391,17339.849609,17339.849609,321700
2022-02-01,17529.449219,17622.400391,17244.550781,17576.849609,17576.849609,386400
2022-02-02,17706.199219,17794.599609,17674.800781,17780.000000,17780.000000,271200
2022-02-03,17767.750000,17781.150391,17511.150391,17560.199219,17560.199219,226600
2022-02-04,17590.199219,17617.800781,17462.550781,17516.300781,17516.300781,261400
2022-02-07,17456.300781,17536.750000,17119.400391,17213.599609,17213.599609,265000
2022-02-08,17279.849609,17306.449219,17043.650391,17266.750000,17266.750000,268500
2022-02-09,17370.099609,17477.150391,17339.000000,17463.800781,17463.800781,236400
2022-02-10,17554.099609,17639.449219,17427.150391,17605.849609,17605.849609,273600
2022-02-11,17451.000000,17454.750000,17303.000000,17374.750000,17374.750000,253100
2022-02-14,17076.150391,17099.500000,16809.650391,16842.800781,16842.800781,305500
2022-02-15,16933.250000,17375.000000,16839.250000,17352.449219,17352.449219,298700
2022-02-16,17408.449219,17490.599609,17257.699219,17322.199219,17322.199219,244500
2022-02-17,17396.550781,17442.900391,17235.849609,17304.599609,17304.599609,232100
2022-02-18,17236.050781,17380.800781,17219.199219,17276.300781,17276.300781,189600
2022-02-21,17192.250000,17351.050781,17070.699219,17206.650391,17206.650391,215200
2022-02-22,16847.949219,17148.550781,16843.800781,17092.199219,17092.199219,300100
2022-02-23,17194.500000,17220.699219,17027.849609,17063.250000,17063.250000,200200
2022-02-24,16548.900391,16705.250000,16203.250000,16247.950195,16247.950195,458000
2022-02-25,16515.650391,16748.800781,16478.300781,16658.400391,16658.400391,329800
2022-02-28,16481.599609,16815.900391,16356.299805,16793.900391,16793.900391,404200
2022-03-02,16593.099609,16678.500000,16478.650391,16605.949219,16605.949219,517700
2022-03-03,16723.199219,16768.949219,16442.949219,16498.050781,16498.050781,442100
2022-03-04,16339.450195,16456.000000,16133.799805,16245.349609,16245.349609,456100
2022-03-07,15867.950195,15944.599609,15711.450195,15863.150391,15863.150391,585400
2022-03-08,15747.750000,16028.750000,15671.450195,16013.450195,16013.450195,543600
2022-03-09,16078.000000,16418.050781,15990.000000,16345.349609,16345.349609,462200
2022-03-10,16757.099609,16757.300781,16447.900391,16594.900391,16594.900391,486400
2022-03-11,16528.800781,16694.400391,16470.900391,16630.449219,16630.449219,343700
2022-03-14,16633.699219,16887.949219,16606.500000,16871.300781,16871.300781,314700
2022-03-15,16900.650391,16927.750000,16555.000000,16663.000000,16663.000000,381600
2022-03-16,16876.650391,16987.900391,16837.849609,16975.349609,16975.349609,260000
2022-03-17,17202.900391,17344.599609,17175.750000,17287.050781,17287.050781,448300
2022-03-21,17329.500000,17353.349609,17096.400391,17117.599609,17117.599609,285500
2022-03-22,17120.400391,17334.400391,17006.300781,17315.500000,17315.500000,338300
2022-03-23,17405.050781,17442.400391,17199.599609,17245.650391,17245.650391,292100
2022-03-24,17094.949219,17291.750000,17091.150391,17222.750000,17222.750000,290300
2022-03-25,17289.000000,17294.900391,17076.550781,17153.000000,17153.000000,237100
2022-03-28,17181.849609,17235.099609,17003.900391,17222.000000,17222.000000,253200
2022-03-29,17297.199219,17343.650391,17235.699219,17325.300781,17325.300781,235100
2022-03-30,17468.150391,17522.500000,17387.199219,17498.250000,17498.250000,505000
2022-03-31,17519.199219,17559.800781,17435.199219,17464.750000,17464.750000,281100
2022-04-01,17436.900391,17703.699219,17422.699219,17670.449219,17670.449219,291800
2022-04-04,17809.099609,18114.650391,17791.400391,18053.400391,18053.400391,345500
2022-04-05,18080.599609,18095.449219,17921.550781,17957.400391,17957.400391,283500
2022-04-06,17842.750000,17901.000000,17779.849609,17807.650391,17807.650391,328800
2022-04-07,17723.300781,17787.500000,17623.699219,17639.550781,17639.550781,308800
2022-04-08,17698.150391,17842.750000,17600.550781,17784.349609,17784.349609,274400
2022-04-11,17740.900391,17779.050781,17650.949219,17674.949219,17674.949219,251700
2022-04-12,17584.849609,17595.300781,17442.349609,17530.300781,17530.300781,266000
2022-04-13,17599.900391,17663.650391,17457.400391,17475.650391,17475.650391,245100
2022-04-18,17183.449219,17237.750000,17067.849609,17173.650391,17173.650391,376100
2022-04-19,17258.949219,17275.650391,16824.699219,16958.650391,16958.650391,401400
2022-04-20,17045.250000,17186.900391,16978.949219,17136.550781,17136.550781,286100
2022-04-21,17234.599609,17414.699219,17215.500000,17392.599609,17392.599609,285200
2022-04-22,17242.750000,17315.300781,17149.199219,17171.949219,17171.949219,262700
2022-04-25,17009.050781,17054.300781,16888.699219,16953.949219,16953.949219,275700
2022-04-26,17121.300781,17223.849609,17064.449219,17200.800781,17200.800781,261100
2022-04-27,17073.349609,17110.699219,16958.449219,17038.400391,17038.400391,265100
2022-04-28,17189.500000,17322.500000,17071.050781,17245.050781,17245.050781,312900
2022-04-29,17329.250000,17377.650391,17053.250000,17102.550781,17102.550781,336200
2022-05-02,16924.449219,17092.250000,16917.250000,17069.099609,17069.099609,278200
2022-05-04,17096.599609,17132.849609,16623.949219,16677.599609,16677.599609,310600
2022-05-05,16854.750000,16945.699219,16651.849609,16682.650391,16682.650391,265800
2022-05-06,16415.550781,16484.199219,16340.900391,16411.250000,16411.250000,300500
2022-05-09,16227.700195,16403.699219,16142.099609,16301.849609,16301.849609,288400
2022-05-10,16248.900391,16404.550781,16197.299805,16240.049805,16240.049805,283100
2022-05-11,16270.049805,16318.750000,15992.599609,16167.099609,16167.099609,284300
2022-05-12,16021.099609,16041.950195,15735.750000,15808.000000,15808.000000,314900
2022-05-13,15977.000000,16083.599609,15740.849609,15782.150391,15782.150391,369100
2022-05-16,15845.099609,15977.950195,15739.650391,15842.299805,15842.299805,217600
2022-05-17,15912.599609,16284.250000,15900.799805,16259.299805,16259.299805,295700
2022-05-18,16318.150391,16399.800781,16211.200195,16240.299805,16240.299805,290400
2022-05-19,15917.400391,15984.750000,15775.200195,15809.400391,15809.400391,313900
2022-05-20,16043.799805,16283.049805,16003.849609,16266.150391,16266.150391,252400
2022-05-23,16290.950195,16414.699219,16185.750000,16214.700195,16214.700195,293800
2022-05-24,16225.549805,16262.799805,16078.599609,16125.150391,16125.150391,249800
2022-05-25,16196.349609,16223.349609,16006.950195,16025.799805,16025.799805,243300
2022-05-26,16105.000000,16204.450195,15903.700195,16170.150391,16170.150391,314300
2022-05-27,16296.599609,16370.599609,16221.950195,16352.450195,16352.450195,274100
2022-05-30,16527.900391,16695.500000,16506.150391,16661.400391,16661.400391,251400
2022-05-31,16578.449219,16690.750000,16521.900391,16584.550781,16584.550781,651600
2022-06-01,16594.400391,16649.199219,16438.849609,16522.750000,16522.750000,249600
2022-06-02,16481.650391,16646.400391,16443.050781,16628.000000,16628.000000,236000
2022-06-03,16761.650391,16793.849609,16567.900391,16584.300781,16584.300781,245500
2022-06-06,16530.699219,16610.949219,16444.550781,16569.550781,16569.550781,233600
2022-06-07,16469.599609,16487.250000,16347.099609,16416.349609,16416.349609,233800
2022-06-08,16474.949219,16514.300781,16293.349609,16356.250000,16356.250000,243500
2022-06-09,16263.849609,16492.800781,16243.849609,16478.099609,16478.099609,205000
2022-06-10,16283.950195,16324.700195,16172.599609,16201.799805,16201.799805,189700
2022-06-13,15877.549805,15886.150391,15684.000000,15774.400391,15774.400391,225500
2022-06-14,15674.250000,15858.000000,15659.450195,15732.099609,15732.099609,225400
2022-06-15,15729.250000,15783.650391,15678.900391,15692.150391,15692.150391,183000
2022-06-16,15832.250000,15863.150391,15335.099609,15360.599609,15360.599609,264700
2022-06-17,15272.650391,15400.400391,15183.400391,15293.500000,15293.500000,342600
2022-06-20,15334.500000,15382.500000,15191.099609,15350.150391,15350.150391,260000
2022-06-21,15455.950195,15707.250000,15419.849609,15638.799805,15638.799805,262800
2022-06-22,15545.650391,15565.400391,15385.950195,15413.299805,15413.299805,220900
2022-06-23,15451.549805,15628.450195,15367.500000,15556.650391,15556.650391,259200
2022-06-24,15657.400391,15749.250000,15619.450195,15699.250000,15699.250000,219600
2022-06-27,15926.200195,15927.450195,15815.500000,15832.049805,15832.049805,210900
2022-06-28,15757.450195,15892.099609,15710.150391,15850.200195,15850.200195,251900
2022-06-29,15701.700195,15861.599609,15687.799805,15799.099609,15799.099609,444900
2022-06-30,15774.500000,15890.000000,15728.849609,15780.250000,15780.250000,306000
2022-07-01,15703.700195,15793.950195,15511.049805,15752.049805,15752.049805,364100
2022-07-04,15710.500000,15852.349609,15661.799805,15835.349609,15835.349609,304300
2022-07-05,15909.150391,16025.750000,15785.450195,15810.849609,15810.849609,254200
2022-07-06,15818.200195,16011.349609,15800.900391,15989.799805,15989.799805,288400
2022-07-07,16113.750000,16150.500000,16045.950195,16132.900391,16132.900391,264600
2022-07-08,16273.650391,16275.500000,16157.900391,16220.599609,16220.599609,281100
2022-07-11,16136.150391,16248.549805,16115.500000,16216.000000,16216.000000,255900
2022-07-12,16126.200195,16158.750000,16031.150391,16058.299805,16058.299805,208600
2022-07-13,16128.200195,16140.000000,15950.150391,15966.650391,15966.650391,233300
2022-07-14,16018.849609,16070.849609,15858.200195,15938.650391,15938.650391,228600
2022-07-15,16010.799805,16066.950195,15927.299805,16049.200195,16049.200195,205800
2022-07-18,16151.400391,16287.950195,16142.200195,16278.500000,16278.500000,227700
2022-07-19,16187.049805,16359.500000,16187.049805,16340.549805,16340.549805,222600
2022-07-20,16562.800781,16588.000000,16490.949219,16520.849609,16520.849609,284400
2022-07-21,16523.550781,16626.949219,16483.900391,16605.250000,16605.250000,243600
2022-07-22,16661.250000,16752.250000,16610.900391,16719.449219,16719.449219,190900
2022-07-25,16662.550781,16706.050781,16564.250000,16631.000000,16631.000000,211400
2022-07-26,16632.900391,16636.099609,16463.300781,16483.849609,16483.849609,208200
2022-07-27,16475.349609,16653.449219,16438.750000,16641.800781,16641.800781,185200
2022-07-28,16774.849609,16947.650391,16746.250000,16929.599609,16929.599609,376300
2022-07-29,17079.500000,17172.800781,17018.150391,17158.250000,17158.250000,436100
2022-08-01,17243.199219,17356.250000,17154.800781,17340.050781,17340.050781,381500
2022-08-02,17310.150391,17390.150391,17215.849609,17345.449219,17345.449219,333600
2022-08-03,17349.250000,17407.500000,17225.849609,17388.150391,17388.150391,285400
2022-08-04,17463.099609,17490.699219,17161.250000,17382.000000,17382.000000,325000
2022-08-05,17423.650391,17474.400391,17348.750000,17397.500000,17397.500000,355300
2022-08-08,17401.500000,17548.800781,17359.750000,17525.099609,17525.099609,257000
2022-08-10,17566.099609,17566.099609,17442.800781,17534.750000,17534.750000,312700
2022-08-11,17711.650391,17719.300781,17631.949219,17659.000000,17659.000000,311200
2022-08-12,17659.650391,17724.650391,17597.849609,17698.150391,17698.150391,303900
2022-08-16,17797.199219,17839.099609,17764.050781,17825.250000,17825.250000,0
2022-08-17,17868.150391,17965.949219,17833.349609,17944.250000,17944.250000,262800
2022-08-18,17898.650391,17968.449219,17852.050781,17956.500000,17956.500000,263900
2022-08-19,17966.550781,17992.199219,17710.750000,17758.449219,17758.449219,295600
2022-08-22,17682.900391,17690.050781,17467.349609,17490.699219,17490.699219,287600
2022-08-23,17357.349609,17625.550781,17345.199219,17577.500000,17577.500000,285600
2022-08-24,17525.449219,17623.650391,17499.250000,17604.949219,17604.949219,262000
2022-08-25,17679.000000,17726.500000,17487.449219,17522.449219,17522.449219,230200
2022-08-26,17619.300781,17685.849609,17519.349609,17558.900391,17558.900391,266600
2022-08-29,17188.650391,17380.150391,17166.199219,17312.900391,17312.900391,244900
2022-08-30,17414.949219,17777.650391,17401.500000,17759.300781,17759.300781,324700
2022-09-01,17485.699219,17695.599609,17468.449219,17542.800781,17542.800781,308500
2022-09-02,17598.400391,17643.849609,17476.449219,17539.449219,17539.449219,256300
2022-09-05,17546.449219,17683.150391,17540.349609,17665.800781,17665.800781,230300
2022-09-06,17695.699219,17764.650391,17587.650391,17655.599609,17655.599609,251200
2022-09-07,17519.400391,17650.750000,17484.300781,17624.400391,17624.400391,354100
2022-09-08,17748.150391,17807.650391,17691.949219,17798.750000,17798.750000,279800
2022-09-09,17923.349609,17925.949219,17786.000000,17833.349609,17833.349609,270300
2022-09-12,17890.849609,17980.550781,17889.150391,17936.349609,17936.349609,228200
2022-09-13,18044.449219,18088.300781,18015.449219,18070.050781,18070.050781,259900
2022-09-14,17771.150391,18091.550781,17771.150391,18003.750000,18003.750000,365900
2022-09-15,18046.349609,18096.150391,17861.500000,17877.400391,17877.400391,289600
2022-09-16,17796.800781,17820.050781,17497.250000,17530.849609,17530.849609,468500
2022-09-19,17540.650391,17667.199219,17429.699219,17622.250000,17622.250000,258300
2022-09-20,17770.400391,17919.300781,17744.400391,17816.250000,17816.250000,263100
2022-09-21,17766.349609,17838.699219,17663.599609,17718.349609,17718.349609,245500
2022-09-22,17609.650391,17722.750000,17532.449219,17629.800781,17629.800781,284100
2022-09-23,17593.849609,17642.150391,17291.650391,17327.349609,17327.349609,390800
2022-09-26,17156.300781,17196.400391,16978.300781,17016.300781,17016.300781,492000
2022-09-27,17110.900391,17176.449219,16942.349609,17007.400391,17007.400391,359900
2022-09-28,16870.550781,17037.599609,16820.400391,16858.599609,16858.599609,323900
2022-09-29,16993.599609,17026.050781,16788.599609,16818.099609,16818.099609,340000
2022-09-30,16798.050781,17187.099609,16747.699219,17094.349609,17094.349609,376100
2022-10-03,17102.099609,17114.650391,16855.550781,16887.349609,16887.349609,278400
2022-10-04,17147.449219,17287.300781,17117.300781,17274.300781,17274.300781,226000
2022-10-06,17379.250000,17428.800781,17315.650391,17331.800781,17331.800781,265500
2022-10-07,17287.199219,17337.349609,17216.949219,17314.650391,17314.650391,216300
2022-10-10,17094.349609,17280.150391,17064.699219,17241.000000,17241.000000,234000
2022-10-11,17256.050781,17261.800781,16950.300781,16983.550781,16983.550781,282600
2022-10-12,17025.550781,17142.349609,16960.050781,17123.599609,17123.599609,256000
2022-10-13,17087.349609,17112.349609,16956.949219,17014.349609,17014.349609,266400
2022-10-14,17322.300781,17348.550781,17169.750000,17185.699219,17185.699219,227000
2022-10-17,17144.800781,17328.550781,17098.550781,17311.800781,17311.800781,212200
2022-10-18,17438.750000,17527.800781,17434.050781,17486.949219,17486.949219,239500
2022-10-19,17568.150391,17607.599609,17472.849609,17512.250000,17512.250000,210500
2022-10-20,17423.099609,17584.150391,17421.000000,17563.949219,17563.949219,249600
2022-10-21,17622.849609,17670.150391,17520.750000,17576.300781,17576.300781,277700
2022-10-24,17736.349609,17777.550781,17707.400391,17730.750000,17730.750000,45000
2022-10-25,17808.300781,17811.500000,17637.000000,17656.349609,17656.349609,251400
2022-10-27,17771.400391,17783.900391,17654.500000,17736.949219,17736.949219,324600
2022-10-28,17756.400391,17838.900391,17723.699219,17786.800781,17786.800781,250000
2022-10-31,17910.199219,18022.800781,17899.900391,18012.199219,18012.199219,227200
2022-11-01,18130.699219,18175.800781,18060.150391,18145.400391,18145.400391,349900
2022-11-02,18177.900391,18178.750000,18048.650391,18082.849609,18082.849609,270900
2022-11-03,17968.349609,18106.300781,17959.199219,18052.699219,18052.699219,213000
2022-11-04,18053.400391,18135.099609,18017.150391,18117.150391,18117.150391,267900
2022-11-07,18211.750000,18255.500000,18064.750000,18202.800781,18202.800781,314800
2022-11-09,18288.250000,18296.400391,18117.500000,18157.000000,18157.000000,307200
2022-11-10,18044.349609,18103.099609,17969.400391,18028.199219,18028.199219,256500
2022-11-11,18272.349609,18362.300781,18259.349609,18349.699219,18349.699219,378500
2022-11-14,18376.400391,18399.449219,18311.400391,18329.150391,18329.150391,301400
2022-11-15,18362.750000,18427.949219,18282.000000,18403.400391,18403.400391,250900
2022-11-16,18398.250000,18442.150391,18344.150391,18409.650391,18409.650391,219300
2022-11-17,18358.699219,18417.599609,18312.949219,18343.900391,18343.900391,200500
2022-11-18,18382.949219,18394.599609,18209.800781,18307.650391,18307.650391,198800
2022-11-21,18246.400391,18262.300781,18133.349609,18159.949219,18159.949219,213800
2022-11-22,18179.150391,18261.849609,18137.699219,18244.199219,18244.199219,177700
2022-11-23,18325.199219,18325.400391,18246.000000,18267.250000,18267.250000,178800
2022-11-24,18326.099609,18529.699219,18294.250000,18484.099609,18484.099609,204000
2022-11-25,18528.449219,18534.900391,18445.099609,18512.750000,18512.750000,205900
2022-11-28,18430.550781,18614.250000,18365.599609,18562.750000,18562.750000,206500
2022-11-29,18552.449219,18678.099609,18552.150391,18618.050781,18618.050781,195300
2022-11-30,18625.699219,18816.050781,18616.550781,18758.349609,18758.349609,345600
2022-12-01,18871.949219,18887.599609,18778.199219,18812.500000,18812.500000,325000
2022-12-02,18752.400391,18781.949219,18639.199219,18696.099609,18696.099609,254400
2022-12-05,18719.550781,18728.599609,18591.349609,18701.050781,18701.050781,288400
2022-12-06,18600.650391,18654.900391,18577.900391,18642.750000,18642.750000,217800
2022-12-07,18638.849609,18668.300781,18528.400391,18560.500000,18560.500000,200500
2022-12-08,18570.849609,18625.000000,18536.949219,18609.349609,18609.349609,202800
2022-12-09,18662.400391,18664.699219,18410.099609,18496.599609,18496.599609,215800
2022-12-12,18402.150391,18521.550781,18345.699219,18497.150391,18497.150391,193900
2022-12-13,18524.400391,18617.250000,18490.199219,18608.000000,18608.000000,187600
2022-12-14,18671.250000,18696.099609,18632.900391,18660.300781,18660.300781,208000
2022-12-15,18614.400391,18652.900391,18387.699219,18414.900391,18414.900391,183100
2022-12-16,18319.099609,18440.949219,18255.150391,18269.000000,18269.000000,277700
2022-12-19,18288.099609,18431.650391,18244.550781,18420.449219,18420.449219,154800
2022-12-20,18340.300781,18404.900391,18202.650391,18385.300781,18385.300781,169000
2022-12-21,18435.150391,18473.349609,18162.750000,18199.099609,18199.099609,187600
2022-12-22,18288.800781,18318.750000,18068.599609,18127.349609,18127.349609,195700
2022-12-23,17977.650391,18050.449219,17779.500000,17806.800781,17806.800781,221500
