Common Date,Brazil,Indonesia,Mexico,India,China
01-08-2023,121248,6886.496094,54210.62109,19733.55078,3290.948975
02-08-2023,120859,6854.509766,53283.55859,19526.55078,3261.689941
03-08-2023,120586,6898.077148,53445.08984,19381.65039,3280.462891
04-08-2023,119508,6852.841797,53991.42188,19517,3288.083984
07-08-2023,119380,6886.366211,54032.82813,19597.30078,3268.831055
08-08-2023,119090,6868.812988,53663.01953,19570.84961,3260.620117
09-08-2023,118409,6875.111816,54220.73828,19632.55078,3244.48999
10-08-2023,118350,6893.275879,53889.03125,19543.09961,3254.560059
11-08-2023,118065,6879.979004,53242.16016,19428.30078,3189.25
14-08-2023,116810,6910.171875,53291.44141,19434.55078,3178.429932
16-08-2023,115592,6900.538086,53827.71094,19465,3150.129883
18-08-2023,115409,6859.912109,53194.39063,19310.15039,3131.949951
21-08-2023,114429,6866.033203,53109.76172,19393.59961,3092.97998
22-08-2023,116156,6916.450195,53127.92969,19396.44922,3120.330078
23-08-2023,118135,6921.410156,53635.33984,19444,3078.399902
24-08-2023,117026,6899.39209,53109.82813,19386.69922,3082.23999
25-08-2023,115837,6895.442871,53191.53125,19265.80078,3064.070068
28-08-2023,117121,6921.727051,53442.64063,19306.05078,3098.639893
29-08-2023,118404,6957.834961,54261.32813,19342.65039,3135.889893
30-08-2023,117535,6966.655762,54390.73828,19347.44922,3137.139893
31-08-2023,115742,6953.259766,53020.98047,19253.80078,3119.879883
01-09-2023,117893,6977.653809,53145.35938,19435.30078,3133.25
04-09-2023,117777,6996.75,53030.51953,19528.80078,3177.060059
05-09-2023,117331,6991.708008,52932.5,19574.90039,3154.370117
06-09-2023,115985,6995.953125,52971.19141,19611.05078,3158.080078
08-09-2023,115313,6924.779785,52505.10938,19819.94922,3116.719971
11-09-2023,116883,6963.393066,52267.48828,19996.34961,3142.780029
12-09-2023,117968,6933.969238,51860.44922,19993.19922,3137.060059
13-09-2023,118176,6935.476074,51522.17969,20070,3123.070068
14-09-2023,119392,6959.333008,51755.67969,20103.09961,3126.550049
15-09-2023,118758,6982.791016,51351.60156,20192.34961,3117.73999
18-09-2023,118288,6936.083008,51685.30859,20133.30078,3125.929932
20-09-2023,118695,7011.681152,52507.23047,19901.40039,3108.568115
21-09-2023,116145,6991.46582,51954.01172,19742.34961,3084.700928
22-09-2023,116009,7016.844238,51677.48047,19674.25,3132.431885
25-09-2023,115925,6998.380859,51367.46094,19674.55078,3115.606934
26-09-2023,114193,6923.799805,51107.80078,19664.69922,3102.272949
27-09-2023,114327,6937.828125,51427.26953,19716.44922,3107.315918
09-10-2023,115156,6891.455078,49297.14844,19512.34961,3096.922119
10-10-2023,116737,6922.187988,50289.85938,19689.84961,3075.23999
11-10-2023,117051,6931.75293,50344.73828,19811.34961,3078.956055
13-10-2023,115754,6926.779785,49379.57813,19751.05078,3088.100098
16-10-2023,116534,6896.291992,49823.07813,19731.75,3073.812988
17-10-2023,115908,6939.615234,49666.01172,19811.5,3083.5
18-10-2023,114060,6927.905762,49274.78125,19671.09961,3058.709961
19-10-2023,114004,6846.426758,48804.60938,19624.69922,3005.393066
20-10-2023,113155,6849.167969,48275.91016,19542.65039,2983.060059
23-10-2023,112785,6741.963867,48197.87891,19281.75,2939.291016
25-10-2023,112830,6834.388184,48766.32813,19122.15039,2974.114014
26-10-2023,114777,6714.519043,49182.37109,18857.25,2988.299072
27-10-2023,113301,6758.792969,48973.85156,19047.25,3017.783936
30-10-2023,112532,6735.89209,49277.35938,19140.90039,3021.552979
31-10-2023,113144,6752.210938,49061.87891,19079.59961,3018.770996
01-11-2023,115053,6642.417969,49787.83984,18989.15039,3023.076904
03-11-2023,118160,6788.850098,51266.73047,19230.59961,3030.798096
06-11-2023,118487,6878.835938,51633.62891,19411.75,3058.410889
07-11-2023,119268,6843.790039,51209.85156,19406.69922,3057.27002
08-11-2023,119099,6804.105957,51016.30078,19443.5,3052.373047
09-11-2023,119012,6838.23291,51071.03125,19395.30078,3053.279053
10-11-2023,120636,6809.263184,51258.23828,19425.34961,3038.969971
13-11-2023,120376,6838.312012,51090.91016,19443.55078,3046.532959
16-11-2023,124576,6958.007813,52469.35938,19765.19922,3050.926025
17-11-2023,125062,6977.667969,52685.10156,19731.80078,3054.370117
21-11-2023,125607,6961.790039,52504.28906,19783.40039,3067.933105
22-11-2023,126035,6906.953125,52670.01172,19811.84961,3043.611084
23-11-2023,126576,7004.344238,53059.53906,19802,3061.855957
24-11-2023,125542,7009.630859,52938.42188,19794.69922,3040.971924
28-11-2023,126538,7041.073242,52359,19889.69922,3038.550049
29-11-2023,126101,7036.086914,52792.80859,20096.59961,3021.687012
30-11-2023,127331,7080.741211,54060.01172,20133.15039,3029.673096
01-12-2023,128103,7059.905762,53901.42969,20267.90039,3031.635986
04-12-2023,126803,7093.600098,54053.62891,20686.80078,3022.914063
05-12-2023,126903,7100.85498,54120.91016,20855.09961,2972.295898
06-12-2023,125623,7087.39502,54100.37109,20937.69922,2968.933105
07-12-2023,126010,7134.623047,54456.78125,20901.15039,2966.206055
08-12-2023,127094,7159.598145,54393.01172,20969.40039,2969.559082
11-12-2023,126916,7088.785156,54439.12109,20997.09961,2991.438965
13-12-2023,129465,7075.34082,55167.85938,20926.34961,2968.760986
14-12-2023,130842,7176.016113,57036.42188,21182.69922,2958.986084
15-12-2023,130197,7190.987793,57130.07813,21456.65039,2942.556885
18-12-2023,131084,7119.524902,57732.80859,21418.65039,2930.800049
19-12-2023,131851,7187.846191,57694.33984,21453.09961,2932.391113
20-12-2023,130804,7219.666992,56909.37109,21150.15039,2902.110107
21-12-2023,132182,7209.619141,57487.69922,21255.05078,2918.715088
22-12-2023,132753,7237.519043,57313.46875,21349.40039,2914.774902
27-12-2023,134194,7245.916016,57554.46875,21654.75,2914.614014
28-12-2023,134185,7303.888184,57464.42188,21778.69922,2954.704102
02-01-2024,132697,7323.587891,56980.44141,21665.80078,2962.275879
03-01-2024,132834,7279.09082,55726.64063,21517.34961,2967.24707
04-01-2024,131226,7359.763184,55406.96094,21658.59961,2954.349121
05-01-2024,132023,7350.619141,56192.78125,21710.80078,2929.179932
08-01-2024,132427,7283.575195,56175.67188,21513,2887.538086
09-01-2024,131447,7200.203125,55105.57813,21544.84961,2893.25
10-01-2024,130841,7227.296875,55318.67188,21618.69922,2877.701904
11-01-2024,130649,7219.963867,55438.75,21647.19922,2886.649902
12-01-2024,130988,7241.138184,55607.07031,21894.55078,2881.977051
15-01-2024,131521,7224.000977,55501.10938,22097.44922,2886.290039
16-01-2024,129294,7242.787109,55124.57813,22032.30078,2893.989014
17-01-2024,128524,7200.634766,54711.69141,21571.94922,2833.61499
18-01-2024,127316,7252.966797,54707.89063,21462.25,2845.780029
19-01-2024,127636,7227.401855,55452.10156,21622.40039,2832.279053
23-01-2024,128263,7256.229004,55502.89844,21238.80078,2770.976074
24-01-2024,127816,7227.823242,55419.55078,21453.94922,2820.771973
25-01-2024,128169,7178.041992,56160.07031,21352.59961,2906.108887
29-01-2024,128503,7157.174805,57175.73047,21737.59961,2883.360107
30-01-2024,127402,7192.21582,57537.14063,21522.09961,2830.5271
31-01-2024,127752,7207.940918,57372.76172,21725.69922,2788.548096
01-02-2024,128481,7201.695801,57828.07813,21697.44922,2770.73999
02-02-2024,127182,7238.785156,58226.76953,21853.80078,2730.1521
06-02-2024,130416,7247.408203,58645.42188,21929.40039,2789.486084
07-02-2024,129608,7235.151855,58711.87109,21930.5,2829.696045
19-02-2024,129036,7296.702148,57490.05078,22122.25,2910.543945
20-02-2024,129916,7352.601074,57227.67188,22196.94922,2922.72998
21-02-2024,130032,7349.020996,57021.03125,22055.05078,2950.956055
22-02-2024,130241,7339.63623,57148.73047,22217.44922,2988.35791
23-02-2024,129419,7295.095215,56659.80078,22212.69922,3004.881104
26-02-2024,129609,7283.823242,56194.71875,22122.05078,2977.021973
27-02-2024,131689,7285.316895,56241.03125,22198.34961,3015.480957
28-02-2024,130155,7328.63623,55350.60938,21951.15039,2957.852051
29-02-2024,129020,7316.11084,55414,21982.80078,3015.170898
01-03-2024,129180,7311.907227,55536.32031,22338.75,3027.02002
04-03-2024,128341,7276.749023,55462.48828,22405.59961,3039.305908
05-03-2024,128098,7247.459961,55476.25,22356.30078,3047.792969
06-03-2024,128890,7329.800781,55284.51172,22474.05078,3039.930908
07-03-2024,128340,7373.963867,55049.48828,22493.55078,3027.400879
13-03-2024,128006,7421.207031,55848.71875,21997.69922,3043.834961
14-03-2024,127690,7433.314941,56059.26172,22146.65039,3038.233887
15-03-2024,126742,7328.054199,56228.39844,22023.34961,3054.635986
19-03-2024,127529,7336.746094,55548.07031,21817.44922,3062.756104
20-03-2024,129125,7331.12793,56618.01172,21839.09961,3079.686035
21-03-2024,128159,7338.353027,56657.44141,22011.94922,3077.113037
22-03-2024,127027,7350.151855,56610.53906,22096.75,3048.033936
26-03-2024,126863,7365.664063,57209.69922,22004.69922,3031.480957
27-03-2024,127691,7310.091797,57369.01172,22123.65039,2993.138916
01-04-2024,126990,7205.061035,57653.23047,22462,3077.378906
02-04-2024,127549,7236.983887,57581.80859,22453.30078,3074.958984
03-04-2024,127318,7166.844238,57503.39063,22434.65039,3069.295898
16-04-2024,124389,7164.807129,55797.25,22147.90039,3007.068115
18-04-2024,124196,7166.813965,55739.42969,21995.84961,3074.225098
19-04-2024,125124,7087.316895,55862.85156,22147,3065.260986
22-04-2024,125573,7073.819824,56551.89844,22336.40039,3044.594971
23-04-2024,125148,7110.812988,56633.75,22368,3021.978027
24-04-2024,124741,7174.533203,56463.98828,22402.40039,3044.822021
25-04-2024,124646,7155.293945,57071.78125,22570.34961,3052.899902
26-04-2024,126526,7036.075195,57833.85156,22419.94922,3088.635986
29-04-2024,127352,7155.78418,57827.85938,22643.40039,3113.042969
30-04-2024,125924,7234.196777,56727.98047,22604.84961,3104.824951
06-05-2024,128466,7135.890137,57282.94922,22442.69922,3140.719971
07-05-2024,129210,7123.611816,57108.32031,22302.5,3147.738037
08-05-2024,129481,7088.794922,57081,22302.5,3128.47998
13-05-2024,128155,7099.26123,57731.12109,22104.05078,3148.020996
14-05-2024,128515,7083.763184,57231.73828,22217.84961,3145.773926
15-05-2024,128028,7179.831055,57454.64844,22200.55078,3119.9021
16-05-2024,128284,7246.695801,57462.17188,22403.84961,3122.400879
17-05-2024,128151,7317.237793,57583.07813,22466.09961,3154.025879
21-05-2024,127412,7186.037109,56760.71875,22529.05078,3157.966064
22-05-2024,125650,7222.381836,56432.03125,22597.80078,3158.540039
27-05-2024,124496,7176.419922,55452.87891,22932.44922,3124.042969
28-05-2024,123780,7253.625977,55184.94922,22888.15039,3109.572021
29-05-2024,122707,7140.229004,55212.64063,22704.69922,3111.018066
31-05-2024,122098,6970.73584,55179.23828,22530.69922,3086.812988
03-06-2024,122032,7036.190918,51807.55078,23263.90039,3078.489014
04-06-2024,121802,7099.312012,53485.62109,21884.5,3091.198975
05-06-2024,121407,6947.669922,54410.51172,22620.34961,3065.403076
06-06-2024,122899,6974.896973,54477.25,22821.40039,3048.793945
07-06-2024,120767,6897.950195,52977.32031,23290.15039,3051.279053
11-06-2024,121635,6855.690918,53134.05859,23264.84961,3028.044922
12-06-2024,119936,6850.097168,52975.89063,23322.94922,3037.468018
13-06-2024,119568,6831.563965,52275.64844,23398.90039,3028.918945
14-06-2024,119662,6734.832031,52222.94141,23465.59961,3032.633057
19-06-2024,120261,6726.918945,53323.37109,23516,3018.049072
20-06-2024,120446,6819.320801,53333.03125,23567,3005.437012
21-06-2024,121341,6879.978027,52788.5,23501.09961,2998.137939
24-06-2024,122637,6889.165039,52512.91016,23537.84961,2963.099121
25-06-2024,122331,6882.704102,52604.05078,23721.30078,2949.996094
26-06-2024,122641,6905.64209,52468.01172,23868.80078,2972.524902
27-06-2024,124308,6967.951172,52310.96094,24044.5,2945.852051
28-06-2024,123907,7063.577148,52440.01953,24010.59961,2967.403076
01-07-2024,124718,7139.625977,52883.96875,24141.94922,2994.72998
02-07-2024,124787,7125.14209,51947.89063,24123.84961,2997.010986
03-07-2024,125662,7196.754883,52796.26172,24286.5,2982.375977
04-07-2024,126164,7220.88916,52654.85156,24302.15039,2957.566895
05-07-2024,126267,7253.37207,52333.16016,24323.84961,2949.933105
08-07-2024,126548,7250.977051,52907.69141,24320.55078,2922.449951
09-07-2024,127108,7269.800781,53331.80859,24433.19922,2959.37207
10-07-2024,127218,7287.041992,54279.87891,24324.44922,2939.364014
11-07-2024,128294,7300.407227,54422.58984,24315.94922,2970.386963
12-07-2024,128897,7327.580078,54953.10938,24502.15039,2971.294922
15-07-2024,129321,7278.862793,54311.98828,24586.69922,2974.010986
16-07-2024,129110,7224.292969,54378.19141,24613,2976.303955
18-07-2024,127652,7321.070801,53043,24800.84961,2977.133057
19-07-2024,127616,7294.495117,53678.51953,24530.90039,2982.309082
22-07-2024,127860,7321.976074,54006.92188,24509.25,2964.216064
23-07-2024,126590,7313.856934,53707.73828,24479.05078,2915.368896
24-07-2024,126423,7262.758789,53168.41016,24413.5,2901.951904
25-07-2024,125954,7240.276855,52931.87109,24406.09961,2886.741943
26-07-2024,127492,7288.166992,52819.57813,24834.84961,2890.896973
29-07-2024,126954,7288.896973,52515.78125,24836.09961,2891.844971
30-07-2024,126139,7241.86377,52325.42188,24857.30078,2879.300049
31-07-2024,127652,7255.762207,53136.83984,24951.15039,2938.749023
01-08-2024,127395,7325.984863,52417.48047,25010.90039,2932.386963
